timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-02-16 00:00:00,97569.67000000,97704.47000000,97554.65000000,97594.57,146.65876000,1739667599999,14319963.72859170,44252,70.02017000,6836535.82128870,0
2025-02-16 01:00:00,97594.58000000,97660.38000000,97538.87000000,97643.0,128.32038000,1739671199999,12523786.49472090,35341,56.44847000,5508673.34779720,0
2025-02-16 02:00:00,97643.01000000,97653.30000000,97469.29000000,97524.87,306.89676000,1739674799999,29945768.48263250,54699,135.09985000,13182872.16558070,0
2025-02-16 03:00:00,97524.87000000,97547.17000000,97411.11000000,97547.17,353.50903000,1739678399999,34459997.37745690,56958,158.92358000,15491989.74007390,0
2025-02-16 04:00:00,97547.17000000,97583.49000000,97472.04000000,97530.81,212.15882000,1739681999999,20690539.23152380,33759,116.60506000,11371687.26060230,0
2025-02-16 05:00:00,97530.81000000,97682.04000000,97485.94000000,97603.3,142.81440000,1739685599999,13932641.46975730,28493,70.91841000,6918450.93170970,0
2025-02-16 06:00:00,97603.30000000,97625.63000000,97451.99000000,97487.26,175.63311000,1739689199999,17132333.20721510,30776,63.16309000,6162522.91232620,0
2025-02-16 07:00:00,97487.27000000,97487.27000000,97212.00000000,97248.98,215.82070000,1739692799999,21014150.28129420,42410,59.69117000,5812570.69217040,0
2025-02-16 08:00:00,97248.98000000,97331.42000000,97131.06000000,97163.86,297.81595000,1739696399999,28954432.80653370,52756,99.73563000,9697359.88685340,0
2025-02-16 09:00:00,97163.87000000,97365.74000000,97061.58000000,97365.74,271.70559000,1739699999999,26406649.16042350,69957,135.81953000,13201228.46893890,0
2025-02-16 10:00:00,97365.73000000,97388.89000000,97166.66000000,97180.98,225.84623000,1739703599999,21970781.91038530,48669,78.70453000,7655997.64200400,0
2025-02-16 11:00:00,97180.98000000,97336.03000000,97152.00000000,97336.0,391.60188000,1739707199999,38083799.11434300,57097,227.36485000,22112672.91259290,0
2025-02-16 12:00:00,97335.99000000,97336.00000000,97096.00000000,97125.63,349.35885000,1739710799999,33960392.13663930,51596,95.13121000,9247839.26475560,0
2025-02-16 13:00:00,97125.64000000,97212.43000000,96788.21000000,96842.37,697.90050000,1739714399999,67699930.06603560,86427,243.27513000,23607395.96303770,0
2025-02-16 14:00:00,96842.37000000,97029.90000000,96645.35000000,96969.58,530.02677000,1739717999999,51317240.87170030,115501,222.38811000,21535695.83374070,0
2025-02-16 15:00:00,96969.58000000,97092.35000000,96911.00000000,96911.01,305.78814000,1739721599999,29661831.78894160,61437,129.95844000,12605906.35091780,0
2025-02-16 16:00:00,96911.01000000,97115.00000000,96880.00000000,97052.64,239.19143000,1739725199999,23201181.21953910,57517,106.67875000,10347050.23678170,0
2025-02-16 17:00:00,97052.64000000,97169.15000000,96931.06000000,96982.95,229.87909000,1739728799999,22309722.66044280,56898,125.50557000,12179643.81149770,0
2025-02-16 18:00:00,96982.94000000,97000.00000000,96609.05000000,96872.59,410.32977000,1739732399999,39737465.76163610,119591,229.28400000,22206597.92659630,0
2025-02-16 19:00:00,96872.58000000,97108.18000000,96763.11000000,97058.47,308.17023000,1739735999999,29887184.44934900,81769,215.62726000,20913091.49144190,0
2025-02-16 20:00:00,97058.47000000,97160.74000000,96861.38000000,96909.54,304.09755000,1739739599999,29507867.93060020,61335,136.37432000,13232692.95255200,0
2025-02-16 21:00:00,96909.55000000,97282.38000000,96852.01000000,97165.09,315.91771000,1739743199999,30652665.36041620,81227,190.03353000,18441421.79113470,0
2025-02-16 22:00:00,97165.10000000,97187.18000000,96570.47000000,96865.79,334.51883000,1739746799999,32396408.73603650,79837,145.94769000,14135593.18927050,0
2025-02-16 23:00:00,96865.79000000,96884.89000000,96046.18000000,96118.12,1297.46442000,1739750399999,124927508.04875860,188399,607.03228000,58436926.07075180,0
2025-02-17 00:00:00,96118.12000000,96443.50000000,96023.17000000,96319.22,559.72483000,1739753999999,53885155.01125620,135946,308.63094000,29717393.43342750,0
2025-02-17 01:00:00,96319.22000000,96533.52000000,96060.50000000,96508.63,408.53426000,1739757599999,39349829.70084860,102102,224.49760000,21627401.93021310,0
2025-02-17 02:00:00,96508.63000000,96638.05000000,96156.55000000,96228.98,411.70054000,1739761199999,39686742.13405200,75560,244.94032000,23612085.31606950,0
2025-02-17 03:00:00,96228.97000000,96280.00000000,96032.99000000,96215.33,486.61263000,1739764799999,46795051.90262150,52496,272.95249000,26248893.87356190,0
2025-02-17 04:00:00,96215.32000000,96259.84000000,96013.00000000,96026.01,488.42242000,1739768399999,46937308.64738110,55143,204.13297000,19620321.64346810,0
2025-02-17 05:00:00,96026.01000000,96328.14000000,95800.00000000,96242.66,913.03802000,1739771999999,87729691.00414660,139989,417.84947000,40155644.55260540,0
2025-02-17 06:00:00,96242.67000000,96445.45000000,96208.00000000,96376.77,512.87016000,1739775599999,49414098.65251530,72429,218.57780000,21058221.97679170,0
2025-02-17 07:00:00,96376.78000000,96463.20000000,95900.94000000,96068.22,811.65071000,1739779199999,77996688.82034150,91902,306.11450000,29409862.45146470,0
2025-02-17 08:00:00,96068.21000000,96298.72000000,95937.05000000,96144.03,549.74974000,1739782799999,52837866.04806160,107974,258.95544000,24890356.19315590,0
2025-02-17 09:00:00,96144.03000000,96318.62000000,96076.92000000,96166.26,367.32057000,1739786399999,35338981.73614100,80767,170.79390000,16432913.20532700,0
2025-02-17 10:00:00,96166.26000000,96395.68000000,96050.00000000,96106.17,523.65421000,1739789999999,50396688.64389950,109619,260.31178000,25050378.08783690,0
2025-02-17 11:00:00,96106.18000000,96300.00000000,95990.00000000,96063.18,841.85531000,1739793599999,80908607.66083580,92400,408.09733000,39220322.35835270,0
2025-02-17 12:00:00,96063.17000000,96510.66000000,96059.40000000,96457.76,726.17384000,1739797199999,69928747.47615810,106791,405.44366000,39040958.84857480,0
