timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-01-12 14:00:00,94663.77000000,94994.49000000,94663.77000000,94811.0,444.18254000,1736693999999,42138132.58109260,106354,235.34842000,22328817.06441720,0
2025-01-12 15:00:00,94811.00000000,95450.10000000,94675.54000000,95071.9,667.55246000,1736697599999,63508705.87536460,139442,351.25402000,33415927.83880290,0
2025-01-12 16:00:00,95071.91000000,95131.05000000,94791.43000000,95046.76,269.91850000,1736701199999,25628215.00366580,79426,136.61557000,12973247.46259470,0
2025-01-12 17:00:00,95046.76000000,95271.56000000,94984.36000000,95139.45,320.98582000,1736704799999,30534926.31232500,63629,192.96450000,18355749.54299160,0
2025-01-12 18:00:00,95139.46000000,95314.12000000,94916.00000000,94992.64,222.20274000,1736708399999,21133316.26015710,66330,97.67667000,9291192.91698760,0
2025-01-12 19:00:00,94992.65000000,95055.93000000,94578.54000000,94650.26,508.48683000,1736711999999,48203770.82211400,73930,122.29822000,11592794.63981610,0
2025-01-12 20:00:00,94650.26000000,94800.00000000,94612.00000000,94687.69,183.55526000,1736715599999,17385394.93366110,67740,81.48305000,7717337.11625790,0
2025-01-12 21:00:00,94687.69000000,94727.28000000,94302.90000000,94352.7,336.21071000,1736719199999,31765661.26016050,87757,131.98843000,12470664.62369070,0
2025-01-12 22:00:00,94352.70000000,94362.92000000,93800.00000000,93962.91,831.05211000,1736722799999,78119040.42249500,128451,351.92293000,33080308.36841570,0
2025-01-12 23:00:00,93962.91000000,94563.82000000,93946.96000000,94545.06,724.33380000,1736726399999,68243009.28907650,125230,457.46604000,43097989.24222050,0
2025-01-13 00:00:00,94545.07000000,95940.00000000,94463.32000000,95325.43,1259.98460000,1736729999999,120236214.74014420,270941,689.86352000,65821543.29330590,0
2025-01-13 01:00:00,95325.43000000,95400.00000000,94081.38000000,94218.01,1000.51032000,1736733599999,94821423.02765990,248346,490.96919000,46538227.84759890,0
2025-01-13 02:00:00,94218.01000000,94500.00000000,93899.99000000,94217.43,622.98595000,1736737199999,58661332.27813440,153989,277.06170000,26089059.22404540,0
2025-01-13 03:00:00,94217.43000000,94408.17000000,93972.54000000,94269.23,603.07676000,1736740799999,56795205.89898090,137624,358.03807000,33718219.49991330,0
2025-01-13 04:00:00,94269.23000000,94913.03000000,94202.76000000,94503.34,505.10760000,1736744399999,47755855.97789410,124056,252.80023000,23895161.75947880,0
2025-01-13 05:00:00,94503.34000000,94543.28000000,94045.45000000,94181.37,415.64412000,1736747999999,39169753.75884310,99839,222.10323000,20927044.75094130,0
2025-01-13 06:00:00,94181.37000000,94327.35000000,93281.00000000,93637.37,1071.58867000,1736751599999,100421206.61624770,161793,414.28595000,38814130.51639770,0
2025-01-13 07:00:00,93637.38000000,93947.30000000,93469.20000000,93590.24,659.49821000,1736755199999,61789256.35395620,112546,333.14985000,31221540.59217860,0
2025-01-13 08:00:00,93590.24000000,93661.55000000,92904.35000000,93039.1,1106.31398000,1736758799999,103101118.60947930,168219,467.86819000,43598188.39556450,0
2025-01-13 09:00:00,93039.11000000,93195.99000000,92644.11000000,92846.79,1308.31575000,1736762399999,121604374.76228020,280554,678.61644000,63084115.06998340,0
2025-01-13 10:00:00,92846.79000000,92889.06000000,91372.17000000,91644.96,3461.57932000,1736765999999,318423524.88455020,381539,1379.19327000,126814681.97706460,0
2025-01-13 11:00:00,91644.96000000,91776.04000000,90833.12000000,90851.22,4194.43530000,1736769599999,382960236.25351250,341718,1500.33583000,137003642.32181210,0
2025-01-13 12:00:00,90851.23000000,91350.00000000,90300.00000000,90732.0,3847.56478000,1736773199999,349320105.60722850,350102,1525.43808000,138559016.09848700,0
2025-01-13 13:00:00,90732.00000000,91780.00000000,90583.24000000,91131.41,2635.60842000,1736776799999,240534976.02195520,277986,1307.62997000,119353094.58817410,0
2025-01-13 14:00:00,91131.41000000,92300.00000000,89256.69000000,91833.03,6291.93940000,1736780399999,571162387.12869280,497074,2864.64657000,260306763.03816620,0
2025-01-13 15:00:00,91833.03000000,93100.00000000,91570.00000000,92123.75,2993.71459000,1736783999999,276551846.15416790,329980,1437.08115000,132767431.05028570,0
2025-01-13 16:00:00,92123.75000000,92289.07000000,91250.00000000,91343.2,1967.47090000,1736787599999,180602380.19624250,283315,921.94582000,84629605.08057760,0
2025-01-13 17:00:00,91343.21000000,92300.00000000,91250.00000000,91983.96,1292.83794000,1736791199999,118688266.06310490,249812,688.53560000,63210325.16415760,0
2025-01-13 18:00:00,91983.96000000,92405.39000000,91593.85000000,92077.65,1146.24803000,1736794799999,105438557.94318650,262142,573.44974000,52752921.54159610,0
2025-01-13 19:00:00,92077.65000000,92534.10000000,91600.00000000,92312.18,1190.57010000,1736798399999,109706613.70926770,253231,589.84923000,54349228.46077500,0
2025-01-13 20:00:00,92312.18000000,93783.12000000,91908.20000000,93575.53,1763.26310000,1736801999999,163939465.85169970,273281,912.62189000,84847963.81381950,0
2025-01-13 21:00:00,93575.53000000,94472.00000000,93401.84000000,94193.49,1762.73089000,1736805599999,165594588.66173890,247337,814.96802000,76551247.00791720,0
2025-01-13 22:00:00,94193.49000000,94727.15000000,94152.00000000,94399.98,918.81918000,1736809199999,86777589.95275890,142362,495.06215000,46755316.05071040,0
2025-01-13 23:00:00,94399.99000000,94612.70000000,94164.77000000,94536.1,599.75632000,1736812799999,56609853.89573120,93177,278.36673000,26279711.70665700,0
2025-01-14 00:00:00,94536.11000000,94880.00000000,94346.22000000,94470.77,1089.79630000,1736816399999,103048988.94059700,133287,563.56025000,53295104.23570600,0
2025-01-14 01:00:00,94470.76000000,95041.17000000,94462.59000000,94834.5,793.93418000,1736819999999,75272261.20846610,151323,415.88508000,39440575.37132130,0
2025-01-14 02:00:00,94834.50000000,95280.80000000,94749.57000000,94882.65,861.15357000,1736823599999,81855019.78791200,135442,466.77054000,44370402.42830610,0
2025-01-14 03:00:00,94882.65000000,95112.61000000,94828.46000000,94861.4,558.39973000,1736827199999,53015530.45169060,83811,232.06345000,22031270.45674180,0
2025-01-14 04:00:00,94861.39000000,95149.32000000,94830.25000000,95119.19,552.62213000,1736830799999,52500121.37619050,73267,235.26030000,22347846.16743240,0
2025-01-14 05:00:00,95119.18000000,95464.71000000,94861.39000000,94916.08,680.63696000,1736834399999,64819831.48276700,82599,292.17700000,27831600.47181690,0
2025-01-14 06:00:00,94916.08000000,95031.94000000,94753.42000000,95031.94,528.83900000,1736837999999,50178231.02589120,82076,287.91225000,27323082.62346890,0
2025-01-14 07:00:00,95031.93000000,95168.60000000,94838.56000000,94864.0,596.66211000,1736841599999,56685218.18654610,76210,236.11665000,22432385.04758450,0
2025-01-14 08:00:00,94863.99000000,95819.70000000,94860.11000000,95488.5,1555.26872000,1736845199999,148486070.23419710,182327,914.60454000,87313609.72087580,0
2025-01-14 09:00:00,95488.51000000,97371.00000000,95469.51000000,97159.44,2720.04616000,1736848799999,262340279.03826660,311153,1679.82053000,161907072.95783670,0
2025-01-14 10:00:00,97159.43000000,97194.26000000,96579.31000000,96697.08,1394.49961000,1736852399999,134983343.23335130,202547,666.86491000,64545670.81759370,0
2025-01-14 11:00:00,96686.09000000,96687.15000000,96336.92000000,96548.04,826.01262000,1736855999999,79733215.86489280,116024,372.78005000,35983418.58671290,0
2025-01-14 12:00:00,96548.04000000,96700.00000000,95972.58000000,95988.0,1369.94574000,1736859599999,131895904.26801530,151318,496.84202000,47841894.88523360,0
2025-01-14 13:00:00,95988.01000000,97263.02000000,95748.93000000,96336.0,2544.05682000,1736863199999,245671737.60551950,340691,1369.09204000,132267316.40299840,0
2025-01-14 14:00:00,96336.00000000,97265.48000000,96029.73000000,96293.6,2135.64365000,1736866799999,206490157.41393660,392762,1152.38594000,111451395.98227840,0
2025-01-14 15:00:00,96293.61000000,96974.82000000,96184.02000000,96471.65,2344.68602000,1736870399999,226574197.76113070,353659,1316.40536000,127215818.44235890,0
2025-01-14 16:00:00,96471.65000000,96471.66000000,95351.76000000,95745.43,2219.24732000,1736873999999,212712227.78805080,431437,1115.10838000,106883963.97501820,0
2025-01-14 17:00:00,95745.42000000,96550.46000000,95584.83000000,96527.96,1050.49264000,1736877599999,100870060.91189190,275542,523.12018000,50230152.38301310,0
2025-01-14 18:00:00,96527.96000000,96958.97000000,96290.85000000,96777.8,996.63205000,1736881199999,96314693.81720440,240818,507.41044000,49032188.17090270,0
2025-01-14 19:00:00,96777.79000000,97088.57000000,96466.03000000,96537.8,868.21053000,1736884799999,84073263.00186980,198314,390.39575000,37811983.85112270,0
2025-01-14 20:00:00,96537.23000000,96921.13000000,96152.31000000,96505.04,1031.11214000,1736888399999,99543414.52839720,269457,506.99176000,48940839.81834160,0
2025-01-14 21:00:00,96505.98000000,96678.18000000,96315.38000000,96486.09,561.54114000,1736891999999,54189007.96082250,104655,246.89276000,23826297.65788200,0
2025-01-14 22:00:00,96486.10000000,96741.95000000,96450.00000000,96691.91,310.63288000,1736895599999,30006222.67649180,69640,141.56351000,13673288.98205240,0
2025-01-14 23:00:00,96691.91000000,96780.02000000,96500.49000000,96560.86,256.54551000,1736899199999,24789471.79285160,74564,118.67247000,11466932.25689700,0
2025-01-15 00:00:00,96560.85000000,97332.52000000,96500.00000000,96889.36,998.94002000,1736902799999,96885895.69818220,154266,528.28513000,51238156.87008150,0
2025-01-15 01:00:00,96889.36000000,97554.63000000,96789.38000000,97349.62,1002.14317000,1736906399999,97399138.45205250,167015,545.84122000,53049236.16072430,0
2025-01-15 02:00:00,97349.61000000,97464.80000000,96746.71000000,96824.06,647.36377000,1736909999999,62824728.50461540,113304,301.72400000,29285945.14049310,0
2025-01-15 03:00:00,96824.06000000,97324.00000000,96751.47000000,97317.12,641.52255000,1736913599999,62237449.29544070,79066,250.16663000,24273647.32612110,0
2025-01-15 04:00:00,97317.12000000,97724.96000000,97072.70000000,97189.71,1125.98732000,1736917199999,109649660.80135430,113644,471.35567000,45924109.74498330,0
2025-01-15 05:00:00,97189.71000000,97242.29000000,96750.00000000,97029.97,809.66839000,1736920799999,78489495.52667830,75012,227.78745000,22081630.89777220,0
2025-01-15 06:00:00,97029.97000000,97147.95000000,96851.50000000,97105.48,457.24837000,1736924399999,44344971.51680860,56516,216.43561000,20989595.14166080,0
2025-01-15 07:00:00,97105.48000000,97600.31000000,97105.47000000,97301.35,666.95451000,1736927999999,64938494.61303430,102484,318.20875000,30983189.03314050,0
2025-01-15 08:00:00,97301.35000000,97524.00000000,97153.48000000,97202.26,776.88371000,1736931599999,75624852.38991870,115608,250.56374000,24391825.69727090,0
2025-01-15 09:00:00,97202.27000000,97366.11000000,96766.57000000,96816.47,775.71962000,1736935199999,75281032.02606280,123431,338.71231000,32881385.50543050,0
2025-01-15 10:00:00,96816.47000000,97136.28000000,96721.39000000,96933.59,487.37338000,1736938799999,47252020.78136650,75338,219.77609000,21307562.07259180,0
2025-01-15 11:00:00,96933.59000000,96942.37000000,96521.00000000,96762.18,622.72697000,1736942399999,60207426.86188120,93383,277.27696000,26807299.75157590,0
2025-01-15 12:00:00,96762.19000000,97194.35000000,96539.77000000,96942.93,648.07612000,1736945999999,62742220.11254030,105907,334.64286000,32408326.06787670,0
2025-01-15 13:00:00,96942.92000000,99073.39000000,96852.38000000,98964.0,4849.23407000,1736949599999,476875708.94306380,356935,3017.33001000,296704267.08117320,0
2025-01-15 14:00:00,98963.99000000,99499.00000000,98613.99000000,99434.41,3178.76457000,1736953199999,314882689.93237280,346150,1752.39944000,173619654.89414320,0
2025-01-15 15:00:00,99434.80000000,99799.98000000,98964.71000000,98992.42,2902.87621000,1736956799999,288660453.44357830,327648,1457.78587000,145004498.28797760,0
2025-01-15 16:00:00,98992.42000000,99479.53000000,98888.98000000,98995.58,1407.98268000,1736960399999,139622249.03884250,200564,684.72687000,67898243.97931430,0
2025-01-15 17:00:00,98995.58000000,99335.91000000,98602.05000000,98645.65,1091.04433000,1736963999999,108066398.90369800,135100,411.25355000,40739562.57707390,0
2025-01-15 18:00:00,98645.65000000,99483.87000000,98645.65000000,99446.14,800.99381000,1736967599999,79393095.20094550,97249,430.47719000,42674280.71971620,0
2025-01-15 19:00:00,99446.15000000,99990.00000000,99297.41000000,99844.9,1737.79895000,1736971199999,173045675.56921290,139826,992.16392000,98804365.80611640,0
2025-01-15 20:00:00,99844.91000000,100681.94000000,99460.80000000,99566.4,2464.64680000,1736974799999,246584840.78523470,248035,1254.51846000,125545354.01389670,0
2025-01-15 21:00:00,99566.34000000,99876.40000000,99476.16000000,99672.0,809.22859000,1736978399999,80676699.24519150,95841,379.20183000,37807443.71579770,0
2025-01-15 22:00:00,99671.99000000,99838.28000000,99564.00000000,99713.46,534.55121000,1736981999999,53285269.15331910,54851,242.05297000,24125804.80856250,0
2025-01-15 23:00:00,99713.45000000,100510.05000000,99632.73000000,100497.35,1072.26267000,1736985599999,107271916.09139970,110772,591.49220000,59182841.01483850,0
2025-01-16 00:00:00,100497.35000000,100866.66000000,99658.78000000,99869.26,2043.88616000,1736989199999,204721134.99531960,283551,968.09747000,96986367.21438000,0
2025-01-16 01:00:00,99869.26000000,100200.00000000,99814.91000000,100082.35,980.69271000,1736992799999,98084284.65784730,148293,513.74366000,51383565.11887510,0
